caseid,hh_size,age,sex,race,hispanic,married,gen_health,educ_level,emp_status,worker_class,industry,spouse_emp,num_children,well_rested,life_satisfaction,leisure_min,work_min
20210807211635,1,64,M,White,0,0,Good,HS Graduate,Employed,Private,Health Care & Social Services,Not Applicable,0,Somewhat,5,120,660
20210807211642,1,59,M,White,0,0,Good,HS Graduate,Unemployed,Not Applicable,Other Services,Not Applicable,0,A Little,3,60,0
20210807211645,2,27,F,White,1,0,Good,Bachelors,Employed,Government,Management & Education,Employed,0,Somewhat,5,615,60
20210807211648,4,52,M,White,0,1,Good,Bachelors,Employed,Private,Real Estate,Employed,2,Very,7,165,490
20210807211649,4,39,F,White,1,1,Good,Masters,Employed,Private,Manufacturing- Non-Durable Goods,Employed,2,Somewhat,7,50,538
20210807211650,4,50,F,Asian/Pacific Islander,0,1,Excellent,Professional/PhD,Employed,Self-Employed,Health Care & Social Services,Employed,2,Somewhat,7,50,564
20210807211651,1,31,F,White,0,0,Good,Masters,Employed,Government,Management & Education,Not Applicable,0,Somewhat,5,420,0
20210807211653,5,36,M,White,0,1,Very Good,Some HS,Employed,Private,Accomodation & Food Services,Not Employed,3,Somewhat,9,40,0
20210807211658,4,38,M,Asian/Pacific Islander,0,1,Very Good,Masters,Employed,Private,Real Estate,Not Employed,2,Somewhat,6,60,510
20210807211659,5,32,F,White,1,1,Excellent,HS Graduate,Employed,Private,Finance & Insurance,Employed,3,Somewhat,9,26,288
20210807211664,5,75,M,Black,0,1,Fair,Some College,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Somewhat,7,480,0
20210807211671,2,40,F,Black,0,0,Excellent,Bachelors,Employed,Government,Other Services,Not Applicable,1,Very,8,345,535
20210807211673,4,33,F,Asian/Pacific Islander,0,1,Excellent,Bachelors,Employed,Government,Other Services,Employed,2,Very,10,80,665
20210807211682,1,78,F,White,0,0,Good,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,10,274,0
20210807211684,3,36,M,White,0,1,Excellent,Masters,Employed,Private,Other Services,Employed,1,Very,8,94,461
20210807211688,1,37,M,White,0,0,Very Good,Masters,Employed,Self-Employed,Manufacturing- Non-Durable Goods,Not Applicable,0,Somewhat,6,730,60
20210807211696,4,52,M,White,0,1,Very Good,Masters,Employed,Private,Real Estate,Employed,2,Very,7,240,600
20210807211698,4,63,M,White,0,1,Very Good,Professional/PhD,Employed,Private,Real Estate,Employed,2,Somewhat,7,0,715
20210807211701,1,67,F,Black,0,0,Good,Some College,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,8,670,0
20210807211702,1,73,F,White,0,0,Good,Some College,Employed,Self-Employed,Manufacturing- Non-Durable Goods,Not Applicable,0,Very,7,750,0
20210807211707,1,63,M,2+ Races,1,0,Poor,Bachelors,Employed,Private,Manufacturing- Non-Durable Goods,Not Applicable,0,Very,4,105,455
20210807211712,1,43,M,White,0,0,Good,HS Graduate,Employed,Self-Employed,"Agriculture, Mining, Construction",Not Applicable,0,Somewhat,5,500,0
20210807211722,2,44,F,White,0,0,Fair,HS Graduate,Employed,Self-Employed,Information,Not Applicable,1,Somewhat,6,250,499
20210807211731,3,46,F,White,1,0,Poor,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Applicable,1,Somewhat,2,360,0
20210807211734,2,60,F,White,0,1,Fair,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Employed,0,A Little,6,343,0
20210807211737,5,36,M,White,0,1,Good,HS Graduate,Employed,Private,Manufacturing- Durable Goods,Not Employed,3,Somewhat,7,810,0
20210807211743,3,31,M,White,1,0,Excellent,Some College,Employed,Private,Manufacturing- Durable Goods,Not Employed,1,Very,10,255,0
20210807211751,2,64,M,White,0,1,Excellent,Bachelors,Not in Labor Force,Not Applicable,Other Services,Employed,0,Very,10,120,0
20210807211752,2,51,M,White,0,0,Very Good,Masters,Employed,Private,Real Estate,Not Applicable,1,Very,8,270,645
20210807211761,1,80,F,White,0,0,Very Good,Some College,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,10,419,0
20210807211772,1,40,M,White,0,0,Very Good,Professional/PhD,Employed,Government,Management & Education,Not Applicable,0,Very,6,255,401
20210807211781,4,50,M,White,0,1,Excellent,Bachelors,Employed,Private,Real Estate,Employed,2,Somewhat,8,180,600
20210807211786,2,52,M,White,0,1,Very Good,Bachelors,Employed,Private,Finance & Insurance,Employed,0,Very,8,325,475
20210807211790,1,48,M,Black,1,0,Very Good,Bachelors,Employed,Self-Employed,"Agriculture, Mining, Construction",Not Applicable,0,Very,9,323,105
20210807211791,5,42,F,White,0,1,Good,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Employed,3,Somewhat,7,105,0
20210807211796,4,30,F,White,0,1,Good,Bachelors,Employed,Government,Other Services,Employed,2,Somewhat,8,164,465
20210807211797,3,27,F,White,0,0,Fair,Bachelors,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Not at all,7,90,0
20210807211798,5,44,F,White,0,1,Good,Bachelors,Employed,Government,Management & Education,Employed,3,Very,8,221,0
20210807211804,1,76,F,White,0,0,Very Good,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,9,313,0
20210807211811,1,70,F,White,0,0,Excellent,Bachelors,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,7,205,0
20210807211821,4,60,F,Black,0,0,Very Good,Some College,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,10,692,0
20210807211823,4,46,M,White,0,1,Very Good,Professional/PhD,Employed,Private,Other Services,Employed,2,Very,10,210,0
20210807211830,3,46,F,White,0,1,Good,Masters,Employed,Government,Management & Education,Employed,1,Somewhat,8,443,15
20210807211837,2,72,M,Black,0,1,Good,Bachelors,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Very,8,550,0
20210807211852,2,80,M,Black,0,1,Good,Bachelors,Not in Labor Force,Not Applicable,Other Services,Employed,0,Somewhat,6,747,0
20210807211858,1,80,F,White,0,0,Very Good,Some HS,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,10,509,0
20210807211861,1,80,M,White,0,0,Good,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Not at all,8,415,0
20210807211863,3,27,M,American Indian/Alaskan Native,1,0,Good,HS Graduate,Employed,Private,Manufacturing- Non-Durable Goods,Not Applicable,0,A Little,5,60,693
20210807211869,2,74,M,White,0,1,Good,Professional/PhD,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Very,8,585,0
20210807211870,4,37,M,White,0,1,Very Good,Bachelors,Employed,Government,Management & Education,Employed,2,A Little,8,60,420
20210807211871,2,61,M,White,0,1,Good,HS Graduate,Employed,Private,Manufacturing- Non-Durable Goods,Employed,0,Somewhat,10,185,485
20210807211872,1,37,M,Black,0,0,Good,Bachelors,Employed,Private,Health Care & Social Services,Not Applicable,0,Somewhat,7,240,615
20210807211875,1,69,F,Black,0,0,Good,Masters,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,7,677,0
20210807211876,2,32,F,White,0,1,Good,Bachelors,Employed,Private,"Agriculture, Mining, Construction",Employed,0,Somewhat,7,190,490
20210807211877,2,67,F,Asian/Pacific Islander,0,1,Good,Masters,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Very,7,190,0
20210807211886,1,65,F,White,0,0,Very Good,Some College,Employed,Private,Health Care & Social Services,Not Applicable,0,Somewhat,9,350,10
20210807211887,1,25,M,White,0,0,Very Good,Bachelors,Employed,Private,Manufacturing- Non-Durable Goods,Not Applicable,0,Somewhat,4,360,0
20210807211894,2,45,F,White,0,0,Very Good,Bachelors,Employed,Private,Manufacturing- Non-Durable Goods,Not Applicable,1,Somewhat,6,75,640
20210807211900,2,49,M,White,1,1,Good,Some College,Not in Labor Force,Not Applicable,Other Services,Employed,0,Somewhat,9,540,0
20210807211901,1,73,M,White,1,0,Good,Some College,Employed,Private,Manufacturing- Non-Durable Goods,Not Applicable,0,Very,8,585,0
20210807211905,1,62,F,White,0,0,Fair,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Not at all,4,310,0
20210807211906,2,85,M,White,0,1,Very Good,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Very,8,570,0
20210807211907,3,53,F,White,0,1,Excellent,Bachelors,Not in Labor Force,Not Applicable,Other Services,Employed,0,Very,10,486,0
20210807211915,2,40,M,Black,0,1,Good,HS Graduate,Employed,Government,Manufacturing- Non-Durable Goods,Not Employed,0,Somewhat,8,120,0
20210807211917,2,74,F,White,0,1,Fair,Masters,Not in Labor Force,Not Applicable,Other Services,Employed,0,Somewhat,8,460,0
20210807211921,1,71,M,White,0,0,Excellent,Bachelors,Employed,Government,Other Services,Not Applicable,0,Very,8,60,535
20210807211926,2,63,M,Black,0,1,Very Good,Some College,Employed,Government,Other Services,Employed,0,Somewhat,10,15,649
20210807211931,3,64,M,White,0,1,Very Good,Masters,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Very,9,630,0
20210807211940,1,80,F,White,0,0,Excellent,Bachelors,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,8,390,0
20210807211960,1,64,F,White,0,0,Fair,Some HS,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,6,360,0
20210807211963,1,76,F,White,0,0,Good,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,5,489,0
20210807211964,2,50,F,Asian/Pacific Islander,0,0,Excellent,Professional/PhD,Employed,Private,Manufacturing- Non-Durable Goods,Not Applicable,1,Very,6,80,595
20210807211966,2,36,M,Asian/Pacific Islander,1,1,Fair,Middle,Employed,Private,"Agriculture, Mining, Construction",Employed,0,Very,10,0,0
20210807211967,1,71,M,White,0,0,Good,Masters,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,8,481,0
20210807211975,3,50,F,White,1,1,Good,HS Graduate,Employed,Private,Manufacturing- Non-Durable Goods,Not Employed,0,Very,8,150,0
20210807211979,5,30,F,White,1,1,Fair,Some HS,Employed,Private,Other Services,Employed,3,Somewhat,10,15,515
20210807211981,1,67,M,Black,0,0,Fair,HS Graduate,Employed,Private,Management & Education,Not Applicable,0,Not at all,1,1225,0
20210807211982,4,52,F,Asian/Pacific Islander,0,1,Good,Bachelors,Employed,Private,Manufacturing- Durable Goods,Employed,1,Somewhat,9,300,70
20210807211985,2,71,M,White,0,1,Very Good,HS Graduate,Employed,Private,Health Care & Social Services,Not Employed,0,Somewhat,7,180,550
20210807211987,4,40,F,White,0,1,Very Good,Masters,Employed,Private,Other Services,Employed,2,Somewhat,7,0,180
20210807211990,3,42,M,White,0,1,Very Good,Some College,Employed,Private,Real Estate,Not Employed,1,A Little,8,0,610
20210807211992,4,52,M,Asian/Pacific Islander,0,1,Very Good,Bachelors,Employed,Private,Manufacturing- Durable Goods,Not Employed,0,Very,9,330,0
20210807212004,1,61,F,Black,0,0,Good,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,10,658,0
20210807212005,1,80,M,White,0,0,Very Good,Bachelors,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,7,578,0
20210807212008,4,39,M,White,0,0,Good,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Somewhat,7,435,0
20210807212018,2,34,M,White,0,0,Excellent,Some College,Employed,Private,Manufacturing- Non-Durable Goods,Not Applicable,0,Somewhat,6,204,60
20210807212020,2,79,M,White,1,1,Fair,Some HS,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Somewhat,8,720,0
20210807212030,2,63,M,White,0,1,Fair,Some HS,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,A Little,8,410,0
20210807212035,2,42,M,White,1,0,Very Good,Some College,Employed,Private,"Agriculture, Mining, Construction",Not Applicable,0,Very,2,240,465
20210807212039,1,64,F,White,0,0,Very Good,Professional/PhD,Employed,Private,Manufacturing- Non-Durable Goods,Not Applicable,0,Very,6,100,0
20210807212042,2,39,F,White,0,1,Good,Some College,Employed,Private,Health Care & Social Services,Employed,0,Somewhat,7,240,490
20210807212047,1,52,F,White,0,0,Poor,Some HS,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,A Little,4,764,0
20210807212056,2,69,M,White,0,1,Good,Professional/PhD,Employed,Private,Management & Education,Employed,0,Somewhat,8,215,510
20210807212060,1,49,F,White,0,0,Very Good,Bachelors,Employed,Private,Real Estate,Not Applicable,0,A Little,8,750,0
20210807212068,1,68,M,Black,0,0,Fair,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,7,628,0
20210807212073,2,80,F,Black,0,0,Good,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,10,645,0
20210807212075,2,27,M,White,0,1,Very Good,Bachelors,Employed,Government,Other Services,Employed,0,Somewhat,8,224,480
20210807212078,2,45,F,Black,0,0,Good,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Applicable,1,Not at all,5,362,0
20210807212083,2,79,F,White,0,1,Good,Some College,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Somewhat,10,480,0
20210807212093,3,41,F,White,0,1,Good,Some College,Employed,Government,Management & Education,Employed,1,Not at all,7,10,440
20210807212103,2,63,M,White,244,0,Very Good,Some College,Employed,Private,Manufacturing- Durable Goods,Not Applicable,0,Very,10,180,0
20210807212106,2,77,F,White,1,1,Good,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Somewhat,7,630,0
20210807212107,1,85,F,White,0,0,Fair,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,4,600,0
20210807212110,1,76,M,White,0,0,Fair,Some College,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,8,210,0
20210807212114,3,39,M,Asian/Pacific Islander,0,1,Very Good,Masters,Employed,Private,Manufacturing- Non-Durable Goods,Employed,1,Somewhat,5,140,510
20210807212116,1,29,M,White,1,0,Fair,Masters,Employed,Private,Real Estate,Not Applicable,0,Somewhat,6,660,0
20210807212117,1,58,F,White,0,0,Good,Some College,Employed,Private,Manufacturing- Durable Goods,Not Applicable,0,Somewhat,6,210,0
20210807212124,2,80,F,White,0,1,Good,Some College,Not in Labor Force,Not Applicable,Other Services,Employed,0,Very,8,680,0
20210807212129,2,69,M,White,0,1,Very Good,Some College,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Very,3,105,0
20210807212136,1,85,F,White,0,0,Fair,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,A Little,5,330,0
20210807212138,3,64,F,White,0,1,Very Good,Bachelors,Employed,Government,Other Services,Not Employed,0,Somewhat,8,175,0
20210807212153,3,40,F,Asian/Pacific Islander,0,1,Good,HS Graduate,Employed,Private,Manufacturing- Non-Durable Goods,Employed,1,Somewhat,5,13,570
20210807212156,4,33,M,White,0,1,Good,Masters,Employed,Private,Health Care & Social Services,Employed,2,Not at all,6,375,150
20210807212160,2,67,F,White,0,0,Good,Masters,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,8,110,0
20210807212170,1,46,M,White,1,0,Good,Bachelors,Employed,Private,Manufacturing- Non-Durable Goods,Not Applicable,0,A Little,5,105,560
20210807212172,1,68,F,Black,0,0,Fair,Bachelors,Unemployed,Not Applicable,Other Services,Not Applicable,0,A Little,4,790,0
20210807212174,1,69,M,White,0,0,Poor,Elementary,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,A Little,1,651,0
20210807212179,4,63,F,White,0,1,Poor,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Employed,0,Not at all,6,521,0
20210807212180,2,77,M,White,0,1,Good,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Very,9,585,0
20210807212183,5,44,M,Black,0,1,Good,Some College,Employed,Self-Employed,Real Estate,Employed,3,Somewhat,5,260,505
20210807212185,1,46,F,Asian/Pacific Islander,0,0,Very Good,Bachelors,Employed,Private,Manufacturing- Non-Durable Goods,Not Applicable,0,Very,8,120,449
20210807212195,4,42,M,White,0,1,Good,Bachelors,Employed,Private,"Agriculture, Mining, Construction",Not Employed,2,Somewhat,7,60,555
20210807212198,2,64,M,White,0,1,Good,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Employed,0,Very,10,450,0
20210807212199,1,63,M,White,0,0,Fair,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,6,780,0
20210807212201,2,72,M,White,0,0,Excellent,Some College,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Somewhat,10,240,0
20210807212202,3,34,M,White,0,1,Very Good,Bachelors,Employed,Self-Employed,Information,Employed,1,Very,9,120,6
20210807212207,1,50,M,White,0,0,Very Good,Bachelors,Employed,Private,Manufacturing- Non-Durable Goods,Not Applicable,0,Somewhat,3,180,0
20210807212208,2,41,M,2+ Races,0,1,Good,Bachelors,Employed,Private,Real Estate,Employed,0,A Little,7,735,0
20210807212209,1,66,F,White,0,0,Good,Bachelors,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,6,514,0
20210807212210,2,70,F,White,0,1,Good,Bachelors,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Very,7,269,0
20210807212211,2,64,M,White,0,0,Excellent,HS Graduate,Employed,Self-Employed,Manufacturing- Non-Durable Goods,Employed,0,Somewhat,10,80,450
20210807212212,2,40,F,Black,1,0,Good,Masters,Employed,Private,Management & Education,Not Applicable,1,Somewhat,8,60,470
20210807212214,1,80,F,White,0,0,Good,Masters,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,4,400,0
20210807212215,1,37,F,White,0,0,Very Good,Masters,Employed,Private,Real Estate,Not Applicable,0,Somewhat,8,150,675
20210807212216,1,80,F,Black,0,0,Good,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,10,765,0
20210807212217,5,59,F,White,0,1,Good,Bachelors,Employed,Private,Manufacturing- Non-Durable Goods,Employed,0,Somewhat,10,425,170
20210807212224,4,27,M,White,0,0,Very Good,HS Graduate,Employed,Self-Employed,Manufacturing- Non-Durable Goods,Not Applicable,3,Somewhat,8,30,720
20210807212228,4,37,F,White,0,1,Good,HS Graduate,Employed,Private,Manufacturing- Non-Durable Goods,Employed,2,Somewhat,5,120,0
20210807212232,4,28,F,White,0,1,Good,Some College,Not in Labor Force,Not Applicable,Other Services,Employed,2,Somewhat,8,435,0
20210807212237,1,80,F,White,0,0,Very Good,Bachelors,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,7,175,0
