INJ_BODY_PART,NARRATIVE
SHOULDER,Employee loosening bolts open impactor door He didnt realize hurt reported injury Diagnosis left shoulder strain On restricted duty receiving physical therapy treatments
FINGER(S),He hanging chain ventilation tube laid hand top rib protector door The miner trammed forward pinched right pinky finger rib protector rib
KNEE,EE carrying bag rock dust He stepped uneven ground twisted left knee Results MRI shows torn meniscus Results came back mine
SHOULDER,EE shoveling feeder Coworker noticed conveyor belt place He went check heard EE yelling help He noticed EEs arm pinned conveyor belt roller He stopped conveyor Another coworker came helped drop roller free EEs arm roller Resulted injured rotator cuff burns back
BACK,Driller checking hole depths He slipped fell Slipped rocks around hole
FINGER(S),EE installing roof bolts pinched end finger roof bolt plate machine
SHOULDER,Employee walking Midway building ready line truck parked In South side midway ready line employee slipped patch snow covered ice causing fall left shoulder Employee placed restricted duty
FINGER(S),While resupporting roof bolting adding drill steel extensions piece rock approximately diameter fell struck left thumb smashing drill pot Treatment included surgery reattach tendon bone sutures close lacerations His hand casted released work restrictions
BACK,EE operating wheel loader filling ruts infrequently traveled roadway material Employee went family doctor indicated back pain possibly work related Employee MRI WC determine damageseverity He light duty prescribed meds night time use
EYE(S),Employee pushing hose clamp hose screw driver screw driver slipped hitting right eye
FINGER(S),EE removing solenoid control mechanical rock bolter using folding knife remove screwbolt attachment solenoid The knifes locking mechanism failed ee right pinky finger caught folding blade The blade caused laceration meaty part finger required sutures following day
FINGER(S),The steel cable B belt drive takeup unit traveled outside wheel guides The injured employee attempting return cable guides trapped cable became free left hand caught steel cable wheel This resulted laceration employees index finger left hand
EYE(S),EE loaderhatcher hatching Sandpro truck The truck washed properly resinchemical residue blew eyes This cause eyes irritated burned He wearing proper PPE incident He treated nearby emergency room returned work
FINGER(S),Employee moving old toilet ground beside dumpster tank busted cut finger glove
FINGER(S),EE lifting wear caps onto pallet A wear cap slipped caught left hand hyperextending thumb Resulting sprain left thumb Was treated first aid sent medical evaluation became reportable
BACK,Bent pick plate slide drill pipe lower back popped
HAND,Working hydraulic leak next engine Hand came contact fan blade
BACK,The employee stated packing roll curtain lower b slope slipped floor fell The employee stated suffers back disk degeneration
BACK,Employee attempting line portable fan trailer hitch back pickup truck Pulled trailer strained muscle lower back
ANKLE,Employee walking hill slipped mud left ankle twisted He said felt pop sharp pain Employee transported HRMC ER Prestonsburg Ky Xrays negative told follow family Dr His Family Dr Examined took work till
KNEE,Employee applying mastic vessel He crossing insulated fitting knee struck small protruding piece metal jacketing causing laceration inner side right knee
HAND,Employee cutting plasma cutter center piece cut fell employee inadvertently reached caught object
KNEE,EE standing discharge conveyor belt McCloskey crusher He removed cover radiator hydraulic cooler EE placed cover top crusher He stepped left left leg causing left knee give way
KNEE,EE moved one side conveyor tail pulley When put foot knee gave He didnt bump anything
SHOULDER,EE stated operating battery scoop hauling mudmuck loose rock piled XC supply road belt entries While backing scoop large piece rock came operators compartment struck EE left shoulder causing contusion EE started missing work
FINGER(S),Two operators taking guard tail pulley change conveyor belting In process trying remove guard became lodged The operators tried free guard trying guard slipped smashing thumb guard hand rail Changes made guard night allow easier removal
ANKLE,An articulating truck driver operating truck left front tire blew The force blew upward toward cab man hit ankle dashboard breaking bone left ankle
MULTIPLE,The employee stepping walkway Komatsu WA wheel loader onto step gain access order change right tilt cylinder hose He lost balance taking step fell ground He suffered laceration right eye broken elbow facial fractures
EYE(S),Employee lunch break wiped left eye sleeve clothing dust sleeve entered left eye allegedly scratching
MULTIPLE,Employee driving lull turned corner sharp tipping onto side employee jumped cab tipping resulted laceration head dislocated shoulder
EYE(S),The employee working bottom cement silo reached grab hammer flange When dragged hammer toward pulled dust entered left eye The employee given RX eye
MULTIPLE,Employee ladder painting pontoon feet floor She misjudged much room fell ladder onto back Her supervisor told get immediately stay sure safe move Once decided okay stood
BACK,Employee standing truck steps slipped fell back
MULTIPLE,The injured miner working face area isolated portion mine roof fell unexpectedly The accident occurred area roof bolts previously installed inby last open crosscut The fall measured approx length width height See attachment
FINGER(S),Injured employee tightening nut hydraulic cylinder box end wrench slipped head bolt Resulting laceration left pinky finger
HAND,While cutting hand held grinder blade bound broke This caused grinder flip backward cutting employee right thumb
BACK,While loading material conveyor belt felt pain back lifting stone
EYE(S),Sharpening drill bit small air grinder foreign object allegedly hit eye EE stated wearing safety glasses
BACK,Belt rubbing stand Took belt rail tried move structure
KNEE,The man climbing belt crossover foot caught step causing fall twist knee The man continued perform normal duties placed restricted duty
